rank,percentile,smi,score
15029,24.864,Cc1nn(-c2ccc(C(=O)N3CCC(CN)C3)cc2)c(C)c1Br,-0.2422
15030,24.859,CCN1CCn2c(nc3cc(C(=O)NCc4ccccc4Cl)ccc32)C1=O,-0.2422
15031,24.854,O=C(NCC1CCN(c2cnccn2)CC1)NC(c1ccccc1)c1ccccc1,-0.2422
15032,24.849,COc1ccc(CNC(=O)c2ccc(N3CCCc4ccccc43)s2)cc1,-0.2423
15033,24.844,O=C(NCc1ccc(F)cc1)Nc1cnn(CC2CCOCC2)c1,-0.2423
15034,24.839,CCCc1cc(C(=O)N[C@H]2C[C@H]3CO[C@H](C4CC4)CN3C2)n[nH]1,-0.2423
15035,24.834,Cn1nccc1-c1ccc(CCNC(=O)c2cc3ccccc3s2)cc1,-0.2423
15036,24.829,COC(=O)c1cc(OCC2CCC2)cc(C(=O)N(C)[C@@H](C)c2cccnc2)c1,-0.2423
15037,24.824,O=C(CN1CC=C(c2cnn(-c3ccccc3)c2)CC1)NCc1ccc(F)c(Cl)c1,-0.2424
15038,24.819,Cc1cccc(OCCN2CC[C@H](O)[C@](CO)(Cc3ccccc3)C2)c1C,-0.2424
15039,24.814,CC1CCN(S(=O)(=O)c2cn(CC(=O)Nc3cccc(C#N)c3)cn2)CC1,-0.2424
15040,24.809,COc1ccc(NC(=O)c2ccc(Br)o2)cc1OC(F)F,-0.2424
15041,24.804,O=C(/C=C/c1cc(CO)cs1)N1CCC([C@@H](O)Cc2ccccc2)CC1,-0.2424
15042,24.799,CCOc1ccccc1NC(=O)Nc1ccc(Cl)cn1,-0.2424
15043,24.794,CN(C(=O)c1ccc(CSc2nnc[nH]2)o1)[C@H]1CCCc2ccccc21,-0.2424
15044,24.789,O=C(N[C@H](C(=O)O)c1ccccc1)c1cscn1,-0.2424
15045,24.784,O=C(Cn1nccc1[C@H]1CCCNC1)NCCn1ncc2ccccc2c1=O,-0.2424
15046,24.779,CCn1cnnc1[C@H](C)NC(=O)c1coc(COc2ccc3c(c2)OCO3)n1,-0.2425
15047,24.774,CN1C[C@@H]2COC[C@H](C1)N(C(=O)CCCCc1cccnc1)C2,-0.2425
15048,24.769,COc1ccc(C)cc1N(CC(=O)Nc1cccc(C(C)=O)c1)S(=O)(=O)c1ccc(C)cc1,-0.2426
15049,24.764,CCc1ccccc1Nc1nn2c(=O)c3cc(C)ccc3nc2s1,-0.2427
15050,24.759,Cc1ccccc1NC(=O)C(C)N1CCc2c(nnn2-c2ccccc2)C1,-0.2427
15051,24.754,Cn1nc(-c2ccccc2)cc1NC(=O)N1CCN(CCOCCO)CC1,-0.2427
15052,24.749,CC(C(=O)O)N1CCN(c2ccnc(N(C)C)n2)CC1,-0.2427
15053,24.744,Cc1occc1C(=O)N1CCCC2(CCOCC2)C1C(N)=O,-0.2427
15054,24.739,CC1CCc2c(C(=O)NCC3CCCO3)csc2C1,-0.2427
15055,24.734,O=C(NCc1n[nH]c2c1CCCCC2)N(Cc1ccccn1)Cc1ccco1,-0.2427
15056,24.729,Cc1ccc(CNC(=O)[C@]2(C)Oc3cccnc3N(C(C)C)C2=O)o1,-0.2427
15057,24.724,N#Cc1cc2c(nc1SCC(=O)NCCc1ccccc1)CCC2,-0.2428
15058,24.719,O=c1c(-c2nc(-c3ccccc3F)no2)c[nH]c2ccccc12,-0.2428
15059,24.714,O=C(OCC1CCCCN1C(=O)c1cc2cccc(F)c2o1)N1CCOCC1,-0.2428
15060,24.709,COc1ccc(C(=O)N[C@@H](Nc2ccccc2)C(=O)c2ccccc2)cc1,-0.2429
15061,24.704,O=C(c1cccc(F)c1)N1CCN(CCc2ccccc2)CC1,-0.2429
15062,24.699,CC(C)c1ccc(OCC(=O)N(C)Cc2ccccc2)cc1,-0.2429
15063,24.694,COc1ccc2nc(C(=O)Nc3ccc(F)cc3F)cc(OC)c2c1,-0.2429
15064,24.689,CCn1cc(CN(C)C(=O)c2ccccc2-n2cnnc2)cn1,-0.2429
15065,24.684,CCOC(=O)c1ccccc1NC(=O)c1cc2cc(OCC)ccc2n1C,-0.2430
15066,24.679,Cc1ccc(C[C@H]2CCN(C(=O)c3cc4ncccn4n3)C2)cc1F,-0.2430
15067,24.674,Cc1nn(-c2ccc([N+](=O)[O-])cc2)c(N)c1-c1ccccc1,-0.2430
15068,24.669,COc1cccc2c1OC1(C)CC2NC(=S)N1c1ccccc1,-0.2430
15069,24.664,CC(=O)N1CCc2cc(S(=O)(=O)NCC(c3cccnc3)S(=O)(=O)c3ccccc3)ccc21,-0.2431
15070,24.659,CCC1CN2C=NC(N3CCN(C(=O)Nc4cccc(F)c4C)CC3)=CC2=N1,-0.2431
15071,24.654,CC(C)C(NC(=O)/C(=C/c1ccccc1)NC(=O)c1ccccc1)C(=O)O,-0.2431
15072,24.649,CCC[C@H]1COCCN1C(=O)c1cccc(-c2ccc(Cl)cc2)c1,-0.2432
15073,24.644,CCn1nccc1C(=O)N1C[C@@H](Oc2ccccc2)C[C@H]1C(=O)NC1CC1,-0.2432
15074,24.639,O=C(CN1CCN(c2ncccn2)CC1)NCc1nc2ccccc2o1,-0.2433
15075,24.634,CCC(C)(C)C1CCC(NS(=O)(=O)N2CCOCC2)CC1,-0.2433
15076,24.629,CC(C(=O)N1CCOCC1)N1C(=O)c2cccc3cccc(c23)C1=O,-0.2433
15077,24.624,CC(C)CCNC(=O)C1CCCCC(=O)N1,-0.2433
15078,24.619,O=c1c(Cl)c(N2CCc3ccccc3C2)cnn1Cc1ccccc1,-0.2433
15079,24.614,O=C(N[C@H]1C[C@H]2OCC[C@@H]12)c1cnn(Cc2ccccc2)c1,-0.2433
15080,24.609,COc1ccccc1N1CCN(CCOc2ccccc2C(=O)O)CC1,-0.2434
15081,24.604,Cc1ccc(CN2CCCN(C(=O)[C@H](C)Oc3ccccc3)CC2)o1,-0.2434
15082,24.599,CN(CC(=O)N(C)C)Cc1ccc(-n2cccn2)cc1,-0.2434
15083,24.594,CC(=O)N1CCC(NCc2ccccc2-n2cccn2)CC1,-0.2434
15084,24.589,CCC1CN2C=NC(N3CCN(C(=O)CCc4ccccc4OC)CC3)=CC2=N1,-0.2434
15085,24.584,COC(=O)c1ccc(C(=O)N2CCC[C@]3(CC2)CC(=O)c2ccccc2O3)nc1,-0.2435
15086,24.579,COc1cccc(CC(=O)N2CCCC2c2nnc(C(=O)Nc3ccc(F)cc3)s2)c1,-0.2435
15087,24.574,Cn1nc(N2CCC(C(=O)NCCc3ccc(Cl)cc3)CC2)ccc1=O,-0.2435
15088,24.569,C=C1C2(C(=O)Nc3ccc(Cl)cc3Cl)CCC(C2)C1(C)C,-0.2435
15089,24.564,CCOC1CC(O)C12CCN(C(=O)Cc1cn3ccccc3n1)CC2,-0.2436
15090,24.559,COc1ccc(OC)c(NC(=O)c2cn3c4c(ccc(Cl)c4c2=O)OC(C)C3)c1,-0.2436
15091,24.554,c1cncc(C2=NN3C(C2)c2ccccc2OC3c2cccs2)c1,-0.2436
15092,24.549,O=C(O)CCc1ccnc(N2CCCC2)c1,-0.2437
15093,24.544,CC(C)Cc1nc(CN(C)S(=O)(=O)c2ccc(-c3ccno3)o2)no1,-0.2437
15094,24.539,COc1ccccc1NC(=O)Nc1ccc(C(N)=O)cc1,-0.2437
15095,24.534,CC(=O)N(Cc1ccc(N2C(=O)N3CCC[C@@]3(C)C2=O)cc1)C1CC1,-0.2437
15096,24.529,CC(C)n1cnnc1CN(C)c1cncc(N)n1,-0.2437
15097,24.524,COc1cc(C(=O)NC[C@@]23CNC[C@]2(C(F)(F)F)C3)ccc1C,-0.2437
15098,24.519,O=C(OCc1ccc2c(c1)OCO2)c1cccc(S(=O)(=O)N2CCOCC2)c1,-0.2438
15099,24.514,O=C(CC1COC2(C1)CN(C(=O)c1nccc3ccccc13)C2)N1CCOCC1,-0.2438
15100,24.509,Cn1cnc(C(=O)N2CCC(c3nc(CCOc4ccc(F)cc4)no3)C2)c1,-0.2438
15101,24.504,O=C(O)[C@H]1CNCCN(Cc2nccn2Cc2ccccc2)C1,-0.2438
15102,24.499,Cc1cc(N)n(CC(=O)N2CCn3nc([C@H](O)c4ccccc4)cc3C2)n1,-0.2439
15103,24.494,CCc1nn(C)c(NC(=O)CN(c2cccc(F)c2)S(C)(=O)=O)c1C,-0.2439
15104,24.489,COc1cccc(C(=O)N2CCN(c3cccc(C)c3C)CC2)c1,-0.2439
15105,24.484,CC(c1ccc(Cl)cc1Cl)N(C)C(=O)c1cc2ccccc2c(=O)[nH]1,-0.2439
15106,24.479,CN(C)C1(CNC(=O)COc2cccc(Cl)c2)CCCCC1,-0.2439
15107,24.474,CCC(C(=O)NC(CC1CC1)C(=O)O)C1CCOCC1,-0.2439
15108,24.469,Cc1cccc2c1ncn1c(=O)n(CC(=O)Nc3ccc4c(c3)OCO4)nc21,-0.2440
15109,24.464,CCOC(=O)c1sc(NC(=O)c2cc(-c3ccc(C)cc3)on2)nc1C,-0.2440
15110,24.459,COc1cccc(OC)c1C(=O)Nc1ccc2oc(-c3ccncc3)nc2c1,-0.2440
15111,24.454,Cc1ccccc1N1CCC(N2CC[C@@]3(CCCN(C)C3=O)C2)CC1,-0.2440
15112,24.449,Cc1cc(C(=O)N2C[C@@]3(C(=O)O)C[C@@]3(C(=O)O)C2)c2cc(F)ccc2n1,-0.2440
15113,24.444,CC(CNC(=O)c1ncoc1-c1cccc(Cl)c1)c1ccccc1,-0.2441
15114,24.439,O=C(O)c1ccc(Cl)c(NCc2ccncc2)c1,-0.2441
15115,24.434,CC(C)CC(=O)N1CCN(c2ccc(NC(=O)C3CCCC3)cc2C(=O)N2CCOCC2)CC1,-0.2441
15116,24.429,Cc1nc(Nc2ccc(F)cn2)sc1C(=O)N1CCN(c2ccc(F)cc2)CC1,-0.2442
15117,24.424,Cc1ccc(C(=O)NCC(=O)NCC2(C)NC(=O)NC2=O)cc1,-0.2442
15118,24.419,O=C(CC1CCCCC1)NCC1CCCO1,-0.2442
15119,24.414,O=C(Nc1ccc(I)cc1)/C(=C\c1cccs1)NC(=O)c1ccco1,-0.2442
15120,24.409,Cn1cccc1C1CCCN1C(=O)c1ccc(-c2ncn[nH]2)cc1,-0.2442
15121,24.404,COC[C@]12CCN(C(=O)Cn3ccc(C)n3)C[C@H]1CN(S(C)(=O)=O)C2,-0.2442
15122,24.399,COc1ccccc1N1CCN(Cc2noc(-c3cccc(F)c3)n2)CC1,-0.2444
15123,24.394,CC(C)CCCC(C)NC(=O)c1ccc(-n2cnnn2)cc1,-0.2444
15124,24.389,Cc1occc1C(=O)N[C@H]1COCC[C@@H]1Oc1ccc(C(=O)O)cc1,-0.2444
15125,24.384,Cc1cc(C)cc(OCCC(=O)N2CCCC(C(=O)O)C2)c1,-0.2444
15126,24.379,O=C(Cn1nc(N2CCN(c3ccccc3)CC2)ccc1=O)N1CCOCC1,-0.2444
15127,24.374,COc1ccc(N/N=C2/CCCNC2=O)cc1,-0.2444
15128,24.369,CCCc1cc(C(=O)N2CCC3(C=Cc4ccccc43)CC2)n(C)n1,-0.2445
15129,24.364,CN(C)S(=O)(=O)C[C@H]1COC[C@@H]1NC(=O)Cc1ccc(F)cc1,-0.2445
15130,24.359,CCS(=O)(=O)N1CCC(C(=O)Nc2cc(C)ccc2C)CC1,-0.2445
15131,24.354,Cc1cc(C(=O)N(C)C[C@@H]2C[C@H](F)CN2Cc2cnn(C)c2)co1,-0.2446
15132,24.349,Cc1ccc(-c2cc(C(=O)N3CCC(c4nc5c(C)cccc5[nH]4)CC3)[nH]n2)o1,-0.2446
15133,24.344,Cc1cc(OCC(=O)Nc2ccc(C)c(F)c2)nc(N2CCN(c3ccccc3)CC2)n1,-0.2446
15134,24.339,CO[C@@H]1C[C@@H](c2ncn[nH]2)N(C(=O)c2cnc3ccc(F)cc3c2)C1,-0.2446
15135,24.334,CC(C)(C)c1ncc2c(n1)CN(c1nc3ccccc3o1)C2,-0.2447
15136,24.329,O=C(Nc1ccc(F)c(Cl)c1)c1cccc2ccccc12,-0.2448
15137,24.324,Cc1ccc2c(c1)SCC(=O)N2Cc1nc(C)no1,-0.2448
15138,24.319,COc1cc(NC(=O)c2ccc3c(=O)n(Cc4ccc(Cl)cc4)c(=S)[nH]c3c2)cc(OC)c1OC,-0.2448
15139,24.314,CCC(=O)c1cccc(-c2cccc(C(=O)NC3(CO)CCCC3)c2)c1,-0.2448
15140,24.309,O=C(NCC1CCN(c2ccccn2)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,-0.2448
15141,24.304,CCOc1ccccc1CNc1nc(-c2cccc(OC)c2)no1,-0.2449
15142,24.299,O=C1CCCCCN1CCNS(=O)(=O)N1CCCCC1,-0.2449
15143,24.294,O=C(Nc1ccc2c(c1)OCO2)c1cc(-c2cccs2)on1,-0.2449
15144,24.289,CCc1nnc(CN(C)C(=O)c2c(C)ncn2C)o1,-0.2449
15145,24.284,Cc1cccc2c1CCN2C(=O)[C@@H](N)Cc1ccccc1.Cl,-0.2449
15146,24.279,Cc1cc(F)ccc1NS(=O)(=O)c1c(C)sc(C)c1-c1cc(C(F)(F)F)on1,-0.2449
15147,24.274,CC(N)C1CCCN(C(=O)c2ccn(-c3cccc(Cl)c3)n2)C1,-0.2449
15148,24.269,Cc1ccc(NC(=O)NC2CCSc3c(F)cccc32)cc1,-0.2449
15149,24.264,O=C(CC1=Nc2ccccc2S(=O)(=O)N1)NCc1ccc(Cl)cc1,-0.2450
15150,24.259,O=C(c1cc2ccccc2s1)N1CCCN(c2nccs2)CC1,-0.2450
15151,24.254,COCCNC(=O)[C@@H]1C[C@H](Oc2cccnc2)CN1C(=O)CC(C)C,-0.2450
15152,24.249,O=C(CN1CCN(c2ccccc2F)CC1)Nc1ccc(F)cc1,-0.2450
15153,24.244,CCOC(=O)c1ccc(NC(=O)CCN2C(=O)/C(=C\c3ccccc3OC)SC2=S)cc1,-0.2451
15154,24.239,Cc1ccc(-n2nc(OCC(=O)Nc3ccc(Br)c(C)c3)ccc2=O)cc1C,-0.2451
15155,24.234,CCCc1cc(CNC(=O)c2ccc(N3CCN(C)[C@@H](CC)C3)nc2)on1,-0.2452
15156,24.229,O=C(Cn1c(C(=O)c2ccc(Br)cc2)nc2ccccc21)NCCCc1ccccc1,-0.2452
15157,24.224,COCCN1C(=O)CS(=O)(=O)C12CCNCC2,-0.2453
15158,24.219,Cc1cnc2c(S(=O)(=O)NC3CCOC3(C)C)cccc2c1,-0.2453
15159,24.214,O=C(O)[C@H]1[C@@H]2CN(C(=O)c3cc4ccccc4[nH]c3=O)C[C@@H]21,-0.2453
15160,24.209,CNC(=O)CCCNC(=O)c1ccc(-c2ccccc2C(=O)OC)cc1,-0.2453
15161,24.204,COC(=O)C[C@H]1CCN(C(=O)Nc2ccccc2SC)C1,-0.2453
15162,24.199,Cc1ccc(NC(=O)N2CCN(c3ccc(Nc4cccc(C)n4)nn3)CC2)c(C)c1,-0.2453
15163,24.194,CS(=O)(=O)N1CC(F)(F)C[C@H]1c1nnc(-c2ccccc2)o1,-0.2453
15164,24.189,COc1ncccc1-n1ccnc1-c1ccc(C#CC(C)(C)O)s1,-0.2453
15165,24.184,O=C(NCC(c1ccccc1)N1CCOCC1)c1cccs1,-0.2453
15166,24.179,O=C(NCc1csc(-c2cccs2)n1)C1CSCN1C(=O)c1cccc(Cl)c1,-0.2454
15167,24.174,Cc1c(C(=O)O)cnn1-c1cccc(NC(=O)[C@@H]2OC[C@@H]3CCC[C@@H]32)c1,-0.2454
15168,24.169,O=C(CCCCCN1C(=O)c2ccccc2C1=O)Nc1cccc(O)c1,-0.2454
15169,24.164,Cn1nc(NC(=O)C2CC2)c2c1CCN(C(=O)CCc1conc1-c1ccccc1)C2,-0.2455
15170,24.159,O=C(N/N=C/c1cccc2ccccc12)C(=O)N/N=C/c1cccc2ccccc12,-0.2455
15171,24.154,CCS(=O)(=O)Nc1ccc(NC(=O)c2cccc(Cl)c2)cc1,-0.2455
15172,24.149,CCCn1c(NC(=O)c2ccccn2)nc2ccccc21,-0.2456
15173,24.144,Cn1nccc1C(=O)N1CCC[C@H](Cc2noc(-c3ccccn3)n2)C1,-0.2456
15174,24.139,COc1cccc(-c2ccc(C(=O)N3CC(N4CCNC(=O)C4)C3)cc2)c1,-0.2456
15175,24.134,CC(C)S(=O)(=O)N1CCCC(Oc2nccnc2C#N)C1,-0.2456
15176,24.129,Cc1noc(C)c1C(=O)Nc1nnc(CC2CCCC2)s1,-0.2457
15177,24.124,Cc1ccc(-n2cnnc2)cc1NC(=O)NCCS(=O)(=O)CC(C)C,-0.2458
15178,24.119,CN1C[C@@H]2COC[C@H](C1)N(C(=O)Cn1cc(C(=O)C3CC3)c3ccccc31)C2,-0.2458
15179,24.114,CN1CCN(c2ccc(NC(=O)CCNC(=O)Cc3ccccc3)cn2)CC1,-0.2458
15180,24.109,COc1ccc(-c2nc(-c3ccc4c(c3)[nH]c(=O)n4C(C)C)no2)cc1,-0.2459
15181,24.104,CN1CC[C@H](CN(C)C(=O)c2nc3cccnc3[nH]2)C1,-0.2459
15182,24.099,Cc1ccc(N2CCCC(NCc3cccc4c3OCCO4)C2)nn1,-0.2459
15183,24.094,COC(=O)c1ccc(CNC(=O)Cn2cc([N+](=O)[O-])cn2)cc1,-0.2460
15184,24.089,CNC(=O)C(CC(C)C)NC(=O)c1nn(C)c(=O)c2ccccc12,-0.2460
15185,24.084,CC(C)N1CCC(C(=O)N[C@H]2CC(=O)N(c3ccccc3Cl)C2)CC1,-0.2460
15186,24.079,COC(=O)c1[nH]c2c(c1C)C(=O)CC(c1ccc(C)cc1)C2,-0.2460
15187,24.074,N/C(=N\OC(=O)COc1ccccc1Cl)c1ccncc1,-0.2461
15188,24.069,COc1ccc(NC(=O)c2sc3nc(C)c(C(=O)Nc4ccc(Cl)cc4)c(-c4ccc(Br)cc4)c3c2N)cc1,-0.2461
15189,24.064,CCc1nnc(CN(C)C(=O)C2Cc3ccccc3C2)o1,-0.2461
15190,24.059,O=S(=O)(c1ccc(OC2CCOCC2)c(F)c1)N1CCc2cnccc21,-0.2461
15191,24.054,O=C(NCCO)C(=O)NC[C@@H]1OCCc2ccccc21,-0.2461
15192,24.049,COc1cc(OC)cc(C(=O)NN/C(C)=C(\C#N)c2ccccc2)c1,-0.2461
15193,24.044,COc1ccccc1NC(=O)c1cc(F)c(F)c(F)c1F,-0.2462
15194,24.039,O=C(c1cc(-c2ccccc2)no1)N1CCCN(c2ncccn2)CC1,-0.2462
15195,24.034,CC(=O)c1ccc(NC(=S)Nc2ncccc2C)cc1,-0.2462
15196,24.029,O=C(c1cc(Br)ccc1Cl)N1CCC2(CC1)OCCO2,-0.2463
15197,24.024,CCC(NC(=O)c1ccc(OC)cc1)c1nc2ccccc2[nH]1,-0.2464
15198,24.019,CN1C[C@H]2C[C@@H](C1)[C@H](CNC(=O)CCc1cnccn1)N1C(=O)CCC[C@@H]21,-0.2464
15199,24.014,O=C(N1CCOCC1)N1CCN(c2ccc(Cl)c(Cl)c2)CC1,-0.2464
15200,24.009,Cc1cccc(OCC(=O)N2CCC3C(=O)N(Cc4ccccc4)CC(=O)N3CC2)c1,-0.2465
15201,24.004,COc1ccc(C(=O)N2CCC[C@H]2c2nnc(-c3ccc(F)cc3)[nH]2)c(OC)c1,-0.2465
15202,23.999,COc1ccc(CNC(=O)NCc2nccnc2-c2cccnc2)cc1OC,-0.2465
15203,23.994,O=C(NC1CCC1)c1cccc(S(=O)(=O)NCCSc2ncn[nH]2)c1,-0.2466
15204,23.989,O=C(c1cnc2c(c1)CCCC2)N1C[C@H]2CNC[C@H]2[C@H]1c1cccc(F)c1,-0.2466
15205,23.984,CN(CCc1ccccn1)c1nccc(-c2cc(C(=O)O)ccn2)n1,-0.2466
15206,23.979,Cc1cccc(NC(=O)Nc2ccccc2C)n1,-0.2466
15207,23.974,CCOC(=O)CSc1nnc(-c2ccncc2)n1-c1ccccc1,-0.2466
15208,23.969,O=C(NCc1ccccc1)C1[C@@H]2C=C[C@@]3(CN(Cc4ccccc4Cl)C(=O)[C@H]13)O2,-0.2466
15209,23.964,Cl.O=C(CN1CCCC1C(=O)O)Nc1cc(C(F)(F)F)ccc1-n1cncn1,-0.2467
15210,23.959,O=C(c1cc(-c2ccccc2)n[nH]1)N1CC=C(c2ccccc2)CC1,-0.2467
15211,23.954,COc1ccccc1CNC(=O)CN1CCCC1C(=O)O.Cl,-0.2467
15212,23.949,O=C(Nc1ccccc1F)N1CCN(c2ccnc(N3CCOCC3)n2)CC1,-0.2467
15213,23.944,Nc1nnnn1CC(=O)N1CCc2[nH]c3ccc(F)cc3c2C1,-0.2467
15214,23.939,CC(C)CN(Cc1ccccn1)C(=O)CCc1cccnc1,-0.2467
15215,23.934,c1ccc(CSc2ccc(-c3ccc4c(c3)OCO4)nn2)nc1,-0.2467
15216,23.929,O=C(c1cnc(-c2ccccc2)nc1)N1CCOCC1,-0.2467
15217,23.924,COc1ccc(Cl)cc1-c1noc(COc2ccccc2)n1,-0.2467
15218,23.919,Cc1cccc2[nH]c([C@H]3CCCN(C(=O)c4ccon4)C3)nc12,-0.2467
15219,23.914,C/C=C(\C)CN1CC[C@@]2(CCCN(Cc3ccccc3F)C2=O)C1,-0.2467
15220,23.909,CN1C[C@@H](N)C[C@H]1c1nc(-c2ccco2)nn1CC(F)(F)F,-0.2467
15221,23.904,CS(=O)(=O)Nc1ccc(C(=O)CCNc2cccc(Cl)c2)cc1,-0.2467
15222,23.899,CN(C)c1nc(CNC(=O)NCC2(c3ccccc3)CC2)cs1,-0.2468
15223,23.894,O=C1CC(C(=O)N2CCOCC2)CN1CCc1c[nH]c2ccc(Cl)cc12,-0.2468
15224,23.889,Cc1ccsc1CN(C)C(=O)CN1C(=O)NC2(CCC(C)CC2)C1=O,-0.2468
15225,23.884,COC(C(=O)NCc1ccc(C(C)(C)C)cc1)c1ccccc1,-0.2468
15226,23.879,CC(=O)Nc1ccc(C)cc1-c1nnc(SCC(=O)Nc2ccc(Cl)cc2)[nH]c1=O,-0.2468
15227,23.874,O=C(Cc1ccc2ccccc2c1)Nc1ccn(Cc2cccnc2)n1,-0.2469
15228,23.869,N#Cc1cccc(NC(=O)NCc2nc(-c3ccco3)n[nH]2)c1,-0.2469
15229,23.864,Cc1cccc(N(CC(=O)NCCN2CCCOC2=O)S(C)(=O)=O)c1,-0.2469
15230,23.859,COc1ccc(Cc2nnc3n2N=C(c2ccc(F)cc2)CS3)cc1OC,-0.2469
15231,23.854,Cc1c(C(=O)O)sc2ncnc(N3CCN(c4ccccc4)CC3)c12,-0.2470
15232,23.849,CSC[C@H]1CCCN(C(=O)Nc2cccc(N3C(=O)CN(C)C3=O)c2)C1,-0.2470
15233,23.844,O=C(COc1ccnc2c1CCCC2)NCc1ccccc1Cl,-0.2470
15234,23.839,CCCS(=O)(=O)c1ccc(S(=O)(=O)N[C@@H](C)C(=O)O)cc1,-0.2470
15235,23.834,NC(=O)c1ccccc1NC(=O)C(Cc1ccccc1)N1C(=O)c2ccccc2C1=O,-0.2470
15236,23.829,O=C(Nc1ccccc1F)c1ccccc1-c1nc(-c2ccccc2)no1,-0.2470
15237,23.824,Cc1nc(SCC(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)nc(O)c1C,-0.2471
15238,23.819,O=C(COc1ccc(Cl)cc1Br)N/N=C/C=N/NC(=O)COc1ccc(Cl)cc1Br,-0.2471
15239,23.814,CC(C)c1ccc(C(=O)NC(=S)Nc2ccc(Cl)cc2C(F)(F)F)cc1,-0.2471
15240,23.809,CCCc1cc(C(=O)N[C@H]2CCOC[C@@H]2OCCO)n(C)n1,-0.2471
15241,23.804,c1ccc(C(c2cccs2)c2c[nH]c3ccccc23)cc1,-0.2471
15242,23.799,COc1ccc(C(=O)N(C)CCc2noc(-c3cc4ccccc4[nH]3)n2)cc1F,-0.2472
15243,23.794,COc1ccc(C(=O)NCc2ccc3c(c2)CCN3C(=O)c2ccc(C)cc2)cc1,-0.2472
15244,23.789,COC(=O)c1ccccc1-c1ccc(/C=C2/SC(=S)N(C3CCCCC3)C2=O)o1,-0.2472
15245,23.784,O=S1(=O)CCN(Cc2noc(-c3ccco3)n2)CC1,-0.2472
15246,23.779,C[C@@H](c1ccncn1)N(C)C(=O)CN1CCOCC1,-0.2472
15247,23.774,CN(C)CCN1C(=O)N[C@@](Cc2cccc(F)c2)(C2CCN(C(=O)C3CCCCC3)CC2)C1=O,-0.2473
15248,23.769,O=C(NC(=S)Nc1cc([N+](=O)[O-])ccc1Cl)c1cccc2ccccc12,-0.2473
15249,23.764,CCN(C(=O)CN1C(=O)NC2(CCOCC2)C1=O)c1cccc(C)c1,-0.2473
15250,23.759,CN1CCC[C@]2(C(=O)O)CCN(C(=O)C3(c4ccccc4F)CC3)C[C@@H]12,-0.2474
15251,23.754,O=C(Nc1nccs1)c1ccc(SC(F)(F)F)cc1,-0.2474
15252,23.749,NC(=O)[C@@H]1C[C@@H](F)CN1Cc1ncc(-c2cccc(F)c2)o1,-0.2474
15253,23.744,CC1(CNC2CC(=O)N(c3ccccc3Cl)C2)COC1,-0.2474
15254,23.739,Cc1nc(-c2cccs2)sc1C(=O)NCc1cn[nH]c1,-0.2475
15255,23.734,CCc1ncc(Cl)c(C(=O)N[C@H]2C[C@H](c3ccc(Br)cc3)C2)n1,-0.2475
15256,23.729,N#Cc1ccc(NC(=O)N2CCN(c3cnccn3)CC2)cc1,-0.2475
15257,23.724,CCCc1cc2c(=O)n(CCS(C)(=O)=O)cnc2s1,-0.2475
15258,23.719,Cc1cc(C(F)(F)F)nc(SCC(=O)Nc2ccccc2C(F)(F)F)n1,-0.2475
15259,23.714,CC1=C(C(=O)Nc2ccc(C)cc2)C(c2ccc3c4c(cccc24)CC3)NC(=S)N1,-0.2476
15260,23.709,COc1cccc(CC(=O)N2CCCN(C(C)=O)[C@H]3CCC[C@H]3C(=O)NCC2)c1,-0.2477
15261,23.704,COC[C@@H]1CC(F)(F)CN1C1CN(C(=O)c2cccc(OC)c2)C1,-0.2477
15262,23.699,COc1ccc(NC(=O)CCCOc2ccc(Cl)cc2)c(OC)c1,-0.2477
15263,23.694,CCCCn1ncnc1Cc1ccc2[nH]c(C)nc2c1,-0.2477
15264,23.689,Cc1n[nH]c(-c2ccc(Cl)cc2)c1CC(=O)O,-0.2477
15265,23.684,Cc1ccc(CNC(=O)c2ccc3c(c2)nnn3CCN2CCOCC2)cc1C,-0.2477
15266,23.679,COc1cc2c(=O)n(CCC(=O)NCc3ccco3)c(=O)n(CC(=O)N3CCCc4ccccc43)c2cc1OC,-0.2478
15267,23.674,CC(C)CNC(=O)c1cccc(-c2cc(N3CCCC3)ncn2)c1,-0.2478
15268,23.669,CCCCc1nc(CN2C[C@H](O)[C@@H](F)C2)c(Cl)[nH]1,-0.2478
15269,23.664,COCC[C@H]1CN(C(=O)CCN2CCN(C)CC2)CCO1,-0.2478
15270,23.659,Cc1cc(C)cc(N2CCC(NC(=O)Cc3ccc(Cl)cc3)C2=O)c1,-0.2478
15271,23.654,CC(C)N1CCC2(CC1)C(=O)N(Cc1ccccc1)C(=O)N2CCc1ccccc1,-0.2478
15272,23.649,CC(C)(C)CC(=O)N1CCn2c1nc1ccccc12,-0.2479
15273,23.644,O=C(CCn1cccn1)Nc1cccc(-c2cnc[nH]2)c1,-0.2479
15274,23.639,COc1ccccc1N1CCN(S(=O)(=O)c2ccc(C)o2)CC1,-0.2479
15275,23.634,Cc1nn(C)c2ncc(CNCC3Cc4ccccc4O3)cc12.Cl,-0.2479
15276,23.629,CN(C(=O)Cc1c[nH]c2ncccc12)c1ccccc1,-0.2481
