rank,percentile,smi,score
14783,26.094,COc1ccc(NC(=O)c2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2)c(OC)c1,-0.2368
14784,26.089,O=C(CC1CCCC1)N1CC(c2nncn2C2CC2)C2(CCCC2)C1,-0.2369
14785,26.084,c1ccc(-c2nnc(Cn3cnc4ccccc43)o2)cc1,-0.2369
14786,26.079,CO[C@H]1CCC[C@@]12CCCN(C(=O)Cc1ccc(N)cc1)C2,-0.2369
14787,26.074,O=C(c1cccs1)N1CCC(N2CCCC2)CC1,-0.2369
14788,26.069,CCOc1nc2cc(C)c(C)cc2nc1C(=O)Nc1cccc(C(C)=O)c1,-0.2369
14789,26.064,CN1CCN(CC2CCS(=O)(=O)C23CN(C(=O)Cn2c(=O)oc4cc(Cl)ccc42)C3)CC1,-0.2369
14790,26.059,CCOc1ccc(CCNC(=O)c2ccc(CS(=O)c3ccc(Cl)cc3)o2)cc1,-0.2370
14791,26.054,O=C(NCc1ccc(F)c(Cl)c1)C1CCN(c2nnc3ccccn23)CC1,-0.2370
14792,26.049,COc1ccc2nc(CNC(=O)CCCS(N)(=O)=O)[nH]c2c1,-0.2371
14793,26.044,O=C(Cn1c(=O)c2cc(C3CC3)nn2c2ncccc21)Nc1cccc(Cl)c1,-0.2371
14794,26.039,C(=C/c1cccs1)\C1=NN(c2ccccc2)C(c2cccs2)C1,-0.2371
14795,26.034,CCCn1nc(CCC(=O)Nc2cccc3c2CCCC3)c2c1CCOC2,-0.2371
14796,26.029,COC(=O)c1cc(S(=O)(=O)NCCc2ccccc2)c(C)n1C,-0.2371
14797,26.024,CC(C)S(=O)(=O)c1nc2ccc(NC(=O)Cc3ccc(Cl)cc3)cc2s1,-0.2371
14798,26.019,O=C(Nc1ccccc1C(=O)NCCc1ccccc1)c1cccs1,-0.2372
14799,26.014,O=C(c1ccc(CO)cc1)N1CC[C@@]23OCCN2C(=O)C[C@@H]13,-0.2372
14800,26.009,Cc1cc2ccccc2c(=O)n1CC(=O)NCC(=O)N(C)Cc1ccccc1,-0.2372
14801,26.004,CCc1cc(I)ccc1NC(=O)c1cccc(Cl)c1,-0.2372
14802,25.999,Cc1cc(NC(=O)NCC[C@H]2CCCN2)c(Cl)cc1F,-0.2373
14803,25.994,CCn1nccc1-c1csc(S(=O)(=O)Nc2ccc(Cl)cc2F)c1,-0.2373
14804,25.989,O=C(NCc1cccc(Br)c1)c1cccc(NC(=O)c2nnc(C3CC3)s2)c1,-0.2374
14805,25.984,COc1ccc(C(=O)N2CCCN(c3cccc(C#N)n3)CC2)cn1,-0.2374
14806,25.979,O=C(CCC1Cc2ccccc2NC1=O)Nc1ccc(F)c(F)c1,-0.2375
14807,25.974,Cn1nc(C2CCN(C(=O)OCC3CC3)CC2)cc1C(=O)O,-0.2375
14808,25.969,CCc1ccc(NC(=O)CSc2nccn(-c3ccc(F)cc3)c2=O)cc1,-0.2375
14809,25.964,CC(C)Oc1ccc(C(=O)NCCCNC(=O)c2ccccn2)cc1,-0.2375
14810,25.959,Cn1cc(C(=O)N2CCN(CC(=O)N3CCCC3)CC2)ccc1=O,-0.2375
14811,25.954,Cc1c[nH]c([C@H](C)NC(=O)c2nc3ccccc3[nH]2)n1,-0.2376
14812,25.949,O=C(CCCc1cn[nH]c1)NCCc1ccccn1,-0.2376
14813,25.944,O=C(CCc1nnc(CCCc2ccccc2)o1)NCCc1ccco1,-0.2376
14814,25.939,CCCN1C(=O)N[C@@H](CC(=O)N2CCc3[nH]nc(-c4ccccc4)c3CC2)C1=O,-0.2376
14815,25.934,Cc1ccc(C)c(S(=O)(=O)NCCNC(=O)c2cc(C)n[nH]2)c1,-0.2377
14816,25.929,O=C(Cc1ccc(C(F)(F)F)cc1)N1C[C@@H]2COCC[C@]2(CO)C1,-0.2377
14817,25.924,O=C(NCCSC1CCCCC1)C1CCCC1,-0.2377
14818,25.919,O=C1CCC2(C(=O)NCc3ccc(OC(F)(F)F)cc3)CCC=C2N1C1CCCC1,-0.2377
14819,25.914,CNC1CCCN(C(=O)c2ccn(-c3cccc(Br)c3)n2)C1,-0.2377
14820,25.909,Cn1cnc2cc(C(=O)NC[C@H]3[C@@H]4CNC[C@@H](C4)[C@@H]4CCCC(=O)N43)ccc2c1=O,-0.2377
14821,25.904,COc1ccc(NS(=O)(=O)c2ccc(-c3nnc(C4CCCC4)o3)o2)cc1F,-0.2378
14822,25.899,Cn1nc(C(=O)NCCCn2ncc3ccccc32)[nH]c1=O,-0.2378
14823,25.894,O=C(O)C(=O)Nc1nnc(CCc2ccccc2)s1,-0.2378
14824,25.889,COC(=O)c1ccc(NC(=O)C(=O)NCC2(c3cccs3)CCOCC2)cc1,-0.2378
14825,25.884,Cc1cccc(C(=O)N/N=C/c2ccccc2C)c1,-0.2378
14826,25.879,Cc1ccc(-n2nnc(CC(=O)N3CCOC(CC(=O)O)C3)c2C)cc1,-0.2378
14827,25.874,Nc1nonc1-c1nc2ccccc2n1CC(=O)N/N=C\c1cccc(Cl)c1Cl,-0.2378
14828,25.869,COCc1cc(C)nc2sc(-c3ccccn3)c(N)c12,-0.2378
14829,25.864,CCn1cc(-c2nnc(-c3cccs3)o2)cn1,-0.2379
14830,25.859,Cc1ccc(NC(=O)c2csc(-c3cnccn3)n2)c2cccnc12,-0.2379
14831,25.854,CCc1nnc(CN(C)c2nc(C)nc3sccc23)o1,-0.2379
14832,25.849,CCC(C)N1C(=O)S/C(=C/c2cccc(Br)c2)C1=O,-0.2379
14833,25.844,Fc1ccccc1-c1cnc(CN2CCOCC3(CCOCC3)C2)o1,-0.2379
14834,25.839,CC(C)(C)N(Cc1nc(-c2ccccc2)no1)C(=O)c1ccco1,-0.2379
14835,25.834,COC(=O)C1=C(C)N(C)C(=O)NC1c1cccc(Cl)c1,-0.2380
14836,25.829,COc1ccccc1CCNC(=O)CCC1=NNC(=O)CC1,-0.2380
14837,25.824,COCCN(Cc1cccs1)C(=O)CC(=O)Nc1cc(C)ccc1C,-0.2380
14838,25.819,COC(=O)N1CCN(Cc2cc(CC(C)C)[nH]n2)[C@@H]2CS(=O)(=O)C[C@@H]21,-0.2380
14839,25.814,Cc1onc(-c2ccc(Br)s2)c1C(=O)NCCCN(C)c1ccccc1,-0.2380
14840,25.809,COc1cccc(CNC(=O)N2CCC[C@H]2C(=O)N2CCCCC2)c1OC,-0.2380
14841,25.804,CC(SCc1ccccc1)C(=O)Nc1ccccc1C(=O)NCc1ccco1,-0.2380
14842,25.799,CO[C@@]12CC[C@H](O)C[C@@H]1N(C(=O)CCc1n[nH]c(C)c1C)CC2,-0.2380
14843,25.794,CCCn1nnnc1NCc1ccccc1C,-0.2380
14844,25.789,Cc1cc(C(=O)NC[C@H]2[C@@H]3CC[C@@]4(CN(c5ccccn5)C[C@@H]24)O3)c(C)o1,-0.2380
14845,25.784,O=C(CSc1nc2ccccc2n1CC(=O)NCc1ccccc1Cl)NCc1ccccc1,-0.2381
14846,25.779,Cc1ccc(CN[C@@H]2CC(=O)N(C3CC3)[C@H]2c2cccnc2)o1,-0.2381
14847,25.774,CN(C)C(=O)N1C[C@H]2CC[C@@H](C1)N(C(=O)CCc1ccc3c(c1)OCO3)C2,-0.2381
14848,25.769,Cc1nc(C2CC3(CCN(C(=O)NCc4ccccc4)CC3)CN2C)no1,-0.2381
14849,25.764,CC(=O)Nc1ccc(C)cc1S(=O)(=O)NCc1ccc2c(c1)CCN2C(=O)c1ccccc1,-0.2381
14850,25.759,O=C(CN1CCN(c2ncccn2)CC1)Nc1cccc2ccccc12,-0.2381
14851,25.754,CC1(C)CN(C(CNC(=O)c2noc3c2CCCC3)c2ccc(Cl)cc2)CCO1,-0.2381
14852,25.749,COc1ccc(CC2CCN(C(=O)CN(C)c3cnccn3)CC2)cc1,-0.2381
14853,25.744,O=C1CC(c2ccccc2)Cc2nc3nc(SCc4ccccc4)nn3cc21,-0.2382
14854,25.739,Cc1ccc(NC(=O)c2ccccc2)cc1I,-0.2382
14855,25.734,CC1CN(C(=O)c2scnc2C(F)(F)F)CCC1C(=O)O,-0.2383
14856,25.729,Cn1c(-c2ccncc2)nc2cc(C(=O)N[C@H]3CCc4ccccc43)cc(NC(=O)C3CCC3)c21,-0.2383
14857,25.724,Cc1cn2nc(NC3CCN(C(=O)c4csnc4C)C3)ccc2n1,-0.2383
14858,25.719,O=S(=O)(NNC(=S)Nc1ccccc1C(F)(F)F)c1cc(Cl)c(Cl)cc1Cl,-0.2383
14859,25.714,CC(C)C(=O)O/N=c1\oc2ccccc2cc1C(=O)Nc1ccc(F)cc1F,-0.2383
14860,25.709,Cc1ccccc1N1C(=O)CC(SC2=NCCS2)C1=O,-0.2383
14861,25.704,Cc1nnc(NC2CCN(C(=O)CC(C)C)CC2)c2ccccc12,-0.2384
14862,25.699,N#Cc1nccnc1N1C2CCC1CC(=CC1CC1)C2,-0.2384
14863,25.694,CNc1cc(C)nc(-c2cccc(C(=O)N3CCS(=O)(=O)CC3)c2)n1,-0.2384
14864,25.689,Cc1ccccc1C(=O)NC(=S)Nc1cc(-c2nc3ccccc3o2)ccc1Cl,-0.2384
14865,25.684,O=C(Cc1ccccc1[N+](=O)[O-])Nc1ccc(Br)cc1F,-0.2385
14866,25.679,CC(C)c1ccnc(NCc2cc(F)c(F)cc2F)n1,-0.2385
14867,25.674,Cc1ccc(Cl)cc1NC(=O)C1CC(=O)N(c2ccc(F)cc2)C1,-0.2385
14868,25.669,Cc1ncsc1CCC(=O)N[C@@H]1COCC[C@@H]1OCc1ccccc1,-0.2385
14869,25.664,O=C1CCC2(CCNCC2)CN1CCOc1ccccc1Cl,-0.2385
14870,25.659,O=C1CC[C@H](Cn2ccnc2-c2ccc(F)cc2F)N1,-0.2385
14871,25.654,CC(C)(CNC(=O)c1ccc(C(=O)O)o1)c1ccc2c(c1)OCCO2,-0.2386
14872,25.649,O=C(CCCN1C(=O)c2cccnc2Oc2ccc(Cl)cc21)N1CCN(c2ccc(F)cc2)CC1,-0.2386
14873,25.644,Cn1cc([C@@H]2CN(C(=O)c3cc4ccccc4[nH]3)C[C@H]2CO)cn1,-0.2386
14874,25.639,N#Cc1c[nH]c(C(=O)N2CCN(C3CCSCC3)CC2)c1,-0.2387
14875,25.634,CN(C)c1ccnc(C(=O)N2CC=C(c3c[nH]c4cc(F)ccc34)CC2)c1,-0.2387
14876,25.629,CCCCN1C(=O)NC(NC(=O)CCc2ccccc2)(C(F)(F)F)C1=O,-0.2387
14877,25.624,Cc1[nH]nc(CCC(=O)N2CCN(c3ccnc4nncn34)CC2)c1C,-0.2387
14878,25.619,COc1ccc(-c2nnc3sc(NC(=O)c4ccccc4)nn23)cc1,-0.2388
14879,25.614,CCCc1cc(C(=O)Nc2sc3c(c2C#N)CCC(C(C)(C)C)C3)no1,-0.2389
14880,25.609,Cc1ccc(Cc2cnc(NC(=O)COc3ccccc3)s2)cc1,-0.2389
14881,25.604,NS(=O)(=O)CC1CCN(C(=O)NCc2cc(F)ccc2F)CC1,-0.2389
14882,25.599,O=C(CN1C(=O)c2ccccc2C1=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,-0.2389
14883,25.594,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)NCCc1ccccc1,-0.2389
14884,25.589,CC1=C(c2ccccc2)[C@H]1C(=O)NCC1(N(C)C)CCCC1,-0.2389
14885,25.584,COc1cc(/C=C2/SC(N3CCOCC3)=NC2=O)ccc1O,-0.2389
14886,25.579,O=C1CC(c2ccc(Br)cc2)CC(=O)N1Cc1ccccc1,-0.2390
14887,25.574,CN1CCC[C@H](c2nnc3n2Cc2ccccc2CC3)C1,-0.2390
14888,25.569,CS(=O)(=O)N(CC(=O)Nc1cccc(Br)c1)c1cccc(Cl)c1Cl,-0.2390
14889,25.564,O=C(c1n[nH]c2c1COCC2)N1C[C@@H]2C[C@H](C1)[C@@H]1CCCCN1C2,-0.2391
14890,25.559,Cc1cc(-c2cccnc2)nn1CCNC(=O)C1CCCC1,-0.2391
14891,25.554,CC(C)CNC(=O)C1CCCN(C(=O)CCc2cccc(Cl)c2Cl)C1,-0.2391
14892,25.549,COc1ccc2cc(C(=O)NCC3(OCCO)CCOC3)[nH]c2c1,-0.2392
14893,25.544,COc1ccc(C2=NOC(CN(Cc3cccc(F)c3)C(=O)c3ccccc3F)C2)cc1,-0.2392
14894,25.539,Cc1ccc(CCNC(=O)N2CCOCC2CC2CCOCC2)o1,-0.2392
14895,25.534,Cc1ccc(C(=O)N2CCN(c3ncccc3-c3nnc(C4CC4)o3)CC2)s1,-0.2393
14896,25.529,Cc1cccc2nc(C(=O)N3C[C@@H]4CNC[C@@H]4[C@H]3c3cccc(F)c3)cn12,-0.2393
14897,25.524,CN(CCC[C@H]1CCCO1)C(=O)c1ccc(-c2ccc3c(cnn3C)c2)cc1,-0.2393
14898,25.519,Cc1ccc2nc(N3C[C@@H](C(=O)NCCCc4csc(N)n4)CC3=O)sc2c1,-0.2393
14899,25.514,COc1ccc(OC)c2sc(N(Cc3ccco3)C(=O)c3cc(C)nn3C)nc12,-0.2393
14900,25.509,COc1ccc(CCNC(=O)c2cncc(NS(=O)(=O)c3ccc(NC(C)=O)cc3)c2)cc1OC,-0.2394
14901,25.504,CCN(C(=O)c1cncc(-c2ccccc2)c1)c1ccc(F)cc1,-0.2394
14902,25.499,COc1ccccc1OCCCN(C)C(=O)[C@H]1CC(=O)N(C(C)(C)C)C1,-0.2394
14903,25.494,COCCNC(=O)C(=O)NNC(=O)CN1C(=O)c2ccccc2C1=O,-0.2394
14904,25.489,CCOC(=O)c1ccc(-c2ccc(/C=C(/C#N)S(=O)(=O)c3ccc(Cl)cc3)o2)cc1,-0.2394
14905,25.484,CCc1nc2c(NC(=O)Nc3cccc(C(=O)OC)c3)cccn2n1,-0.2394
14906,25.479,COc1cc2c(cc1CNc1ncc(F)c(OC)n1)CCC2,-0.2395
14907,25.474,COc1cccc(CNC(=O)c2c(OC)cc(=O)n3c2CCN(C(=O)c2cc(F)cc(F)c2)CC3)c1,-0.2395
14908,25.469,Cc1nc(-c2ccc(S(=O)(=O)NCc3ccc4c(c3)OCO4)cc2)co1,-0.2395
14909,25.464,COc1cc(OC)cc(N2CC(C(=O)NCc3cccc(C)n3)CC2=O)c1,-0.2395
14910,25.459,Cc1c(C(=O)Nc2ccc(OC3CCOC3)cc2)cnn1-c1ccccn1,-0.2395
14911,25.454,Cc1c(C(=O)NC2CCCCCC2)cnn1-c1ccc(-c2nc(C3CC3)no2)cn1,-0.2396
14912,25.449,CCN(CCn1cccn1)C(=O)CN1C(=O)OC(C)(C)C1=O,-0.2396
14913,25.444,Cc1ccccc1CNc1nnc(-c2nc(C3CC3)no2)c2ccccc12,-0.2396
14914,25.439,CCC(=O)NCCc1csc(C2CCN(C(=O)c3ccc(F)cc3)CC2)n1,-0.2396
14915,25.434,COc1ccc(-c2nnc(SCC(=O)Nc3ccc(Cl)c(Br)c3)o2)cc1,-0.2396
14916,25.429,CCc1ccc(CN2CCc3c(C(=O)NC[C@H]4CC4(C)C)csc3C2)nc1,-0.2397
14917,25.424,CC(=O)N1C[C@@H]2CN(C(=O)c3cnc(N(C)C)nc3C)C[C@@H]2[C@H]1c1ccccc1,-0.2397
14918,25.419,COc1ccccc1C1CCCN1C(=O)Nc1ccc(C2CC2)nn1,-0.2397
14919,25.414,CC1=NN(C2=NS(=O)(=O)c3ccccc32)C(C)(O)C1,-0.2397
14920,25.409,Cc1ccsc1CC1C(=O)Nc2ccc(Br)cc21,-0.2398
14921,25.404,COCCCn1cnnc1CNC(=O)CC(C)C,-0.2398
14922,25.399,CNS(=O)(=O)C1CCN(C(=O)c2nsc3ccc(C)cc23)CC1,-0.2398
14923,25.394,CC(C)(C(=O)NCCNc1ccc(C(F)(F)F)cn1)c1ccccc1,-0.2398
14924,25.389,O=C(Nc1cccc(F)c1)c1cnn2c1CCCC2,-0.2398
14925,25.384,Cc1nccc(N2CCN(Cc3nc(-c4ccccc4F)no3)CC2)n1,-0.2398
14926,25.379,Cc1cc(C)n(-c2nnc(Nc3cccc(Cl)c3)c3ccccc23)n1,-0.2399
14927,25.374,CC(CCC(=O)NCc1cccc(CO)n1)c1ccccc1,-0.2399
14928,25.369,Cc1nc2cc(-c3cncc(C(=O)O)c3)ccc2s1,-0.2399
14929,25.364,Cn1cc(Br)c(C(=O)Nc2ccn(Cc3cccc4ccccc34)n2)n1,-0.2399
14930,25.359,C/C=C(\CC)CN1CCN(C(=O)c2c(C)noc2C)[C@H]2CS(=O)(=O)C[C@H]21,-0.2399
14931,25.354,Cc1ccc(C(=O)NCCCc2nc3cc(Cl)ccc3[nH]2)cc1N1CCNC1=O,-0.2399
14932,25.349,O=C(NC[C@H]1COCCO1)c1coc(CN2CCN(c3ccccc3F)CC2)n1,-0.2400
14933,25.344,CNC(=O)NC(=O)CSc1nc2ccccc2s1,-0.2400
14934,25.339,CCc1c(C)ncnc1N1CCN(Cc2nnc(C3CC3)o2)CC1,-0.2400
14935,25.334,CC(NC(=O)c1cccc(O)n1)C12CC3CC(CC(O)(C3)C1)C2,-0.2400
14936,25.329,CC[C@@]12COC(=O)N1CCN(C(=O)CCc1ccnn1C)C2,-0.2401
14937,25.324,Cc1cnc(C(=O)Nc2nc(C)c(-c3ccccn3)s2)cn1,-0.2401
14938,25.319,COC(=O)c1ccccc1-c1n[nH]c(Br)n1,-0.2401
14939,25.314,Cc1cccc(CNS(=O)(=O)Cc2ccc(Cl)cc2)c1,-0.2401
14940,25.309,CC(C)CCN1CC2(CCN(C(=O)CN3CC[C@H](N(C)C)C3)CC2)OC1=O,-0.2401
14941,25.304,CN(Cc1ccco1)C(=O)C1CCCn2c1nn(Cc1ccc(F)cc1Cl)c2=O,-0.2401
14942,25.299,CCCN1CC(=O)N(c2ccc(C)cc2)[C@@H]2CS(=O)(=O)C[C@@H]21,-0.2401
14943,25.294,O=C(Nc1ccc(N2CCN(C(=O)c3ccc(F)cc3F)CC2)nc1)c1ccc(F)cc1F,-0.2402
14944,25.289,CC1CC(NC(=O)C(F)(F)F)CN(c2cc(C(C)C)nc(N(C)C)n2)C1,-0.2402
14945,25.284,CC(C)CCNC(=O)CCC(=O)n1ncc2cc(Cl)ccc21,-0.2402
14946,25.279,COc1nc2c(cc1CNC(=O)CNC(C)=O)C(=O)N(CCc1ccccn1)C2,-0.2402
14947,25.274,Cc1cc(C)n(CCC(=O)NCCN2CCN(c3cc(Cl)ccc3C)CC2)n1,-0.2402
14948,25.269,O=C(NCCc1ccccc1)Nc1ccc(Cl)cc1,-0.2403
14949,25.264,COCC(=O)Nc1ccc(-n2nc(OCc3ccc(F)cc3)nc2-c2ccc(OC)cc2)cc1,-0.2403
14950,25.259,CN(C)S(=O)(=O)c1ccc(=O)n(Cc2csc(Cc3ccc(Cl)cc3)n2)c1,-0.2403
14951,25.254,CCC(=O)N1CCc2c(C(=O)Nc3cc(OC)cc(OC)c3)cccc21,-0.2403
14952,25.249,CCc1cccc(C)c1NC(=O)C1C2CCC(O2)C1C(=O)O,-0.2403
14953,25.244,CCOc1ccc(C(=O)N[C@H]2CN(C)C[C@@H]2CN(C)C)cc1,-0.2404
14954,25.239,O=C(O)C1CC2CCCCC2N1Cc1cccc2c1OCCCO2,-0.2404
14955,25.234,Cc1nn(Cc2cccc(C(=O)NCc3ccc4c(c3)OCO4)c2)c(C)c1Cl,-0.2404
14956,25.229,CNC(=O)C(C)(C)NC(=O)C(C)(C)Nc1ccc(OC)cc1,-0.2405
14957,25.224,Cc1ccc(-c2csc3c(=O)n(CC(=O)Nc4cccc(Br)c4)cnc23)cc1,-0.2405
14958,25.219,CS(=O)(=O)c1ccccc1C(=O)Nc1ccc2sccc2c1,-0.2405
14959,25.214,Cn1nc(-c2ccncc2)cc1CNC(=O)Nc1ccccc1Cl,-0.2405
14960,25.209,O=C1CC[C@H](NC(=O)CCc2ccccc2)C(=O)N1,-0.2405
14961,25.204,COC(=O)c1ccc(NCC(=O)Nc2ccccc2Oc2ccccc2)cc1,-0.2405
14962,25.199,COc1cc(CNC[C@@H]2CC(=O)N(C)[C@H]2c2cccnc2)ccc1C#N,-0.2405
14963,25.194,O=c1nc(SCc2ccc(F)cc2)c2c(n1-c1ccccc1)CCC2,-0.2405
14964,25.189,COc1ccccc1OCCNC(=O)[C@@H]1C[C@]2(CCN(S(C)(=O)=O)C2)C(=O)N1,-0.2406
14965,25.184,Cc1ccc(C(=O)N2CCC3(CC2)CC3NC(=O)C(C)C)c(C)c1,-0.2406
14966,25.179,COc1ccccc1CNC(=O)c1nc(-c2cn(-c3ccccc3)nc2C)no1,-0.2406
14967,25.174,Cc1n[nH]nc1C(=O)N(C)C[C@H]1CCN(Cc2ccccc2)C1,-0.2407
14968,25.169,Cc1cc2nn(CC(=O)N(C)C3CCCCC3)c(=O)n2c(Nc2ccccc2C)n1,-0.2407
14969,25.164,CCOC(=O)c1cc(S(=O)(=O)NCc2ccc3c(c2)OCO3)c(C)n1C,-0.2407
14970,25.159,COCc1nnc(SCC(=O)Nc2ccccc2Cl)n1-c1cccc2ccccc12,-0.2408
14971,25.154,COc1cccc(C2CCN(C(=O)[C@H]3C[C@H](F)CN3)CC2)c1.Cl,-0.2408
14972,25.149,CC1CCC(C(=O)NC(C(=O)NCCc2ccccc2)C(C)C)CC1,-0.2408
14973,25.144,CN(CC(=O)N[C@H]1C[C@H]2OCC[C@@H]12)Cc1ccncc1,-0.2408
14974,25.139,CONC(=O)c1cc(-c2cccnc2)nc2c1cnn2Cc1cccnc1,-0.2408
14975,25.134,O=C(CCC1CCCC1)Nc1ccc(N2CCN(C3CCCC3)C2=O)nc1,-0.2408
14976,25.129,CCCNC(=O)c1cccc(NC(=O)c2ccccc2F)c1,-0.2409
14977,25.124,Cc1cc(C)c(NC(=O)CCC(=O)NC[C@H](C)n2cncn2)c(C)c1,-0.2409
14978,25.119,CN(Cc1cc(-c2ccccc2)on1)C(=O)c1nc2ccccc2c(=O)[nH]1,-0.2410
14979,25.114,CC12CC(NC(=O)N1CCCO)c1c(ccc3ccccc13)O2,-0.2410
14980,25.109,Cc1cnc(C)c(N2CCCN(C(=O)c3ccncc3)CC2)n1,-0.2410
14981,25.104,O=C(N[C@H]1CCOC[C@@H]1Oc1ccc(CO)cc1)c1ccnn1CCO,-0.2410
14982,25.099,CN(CCc1ccccn1)Cc1cccc(C(=O)Nc2cnn(C)c2)c1,-0.2410
14983,25.094,CCc1ccccc1NC(=O)c1noc2c1CCCCC2,-0.2410
14984,25.089,COc1ccc(Cn2c(C(=O)N3CCN(C(C)=O)CC3)cc3sc(Br)cc32)cc1,-0.2411
14985,25.084,CCOC(=O)c1c(C)c(CCC(=O)NCc2cccc(F)c2)n(C)c1C,-0.2411
14986,25.079,Cc1cccc(NC(=O)/C(=C\c2ccc(C)o2)NC(=O)c2ccccc2I)c1,-0.2411
14987,25.074,O=C(Cc1ccccc1)Nc1ccc([N+](=O)[O-])cc1,-0.2411
14988,25.069,O=C(CCCOc1ccccc1)N1CCC([C@@H](O)CO)CC1,-0.2411
14989,25.064,COc1cccc(CNC(=O)c2ccc(NC(=O)N3CCCCc4ccccc43)cc2)c1,-0.2412
14990,25.059,Cc1ccc(N2CCN(C(=O)c3cnc(C4CC4)nc3)CC2=O)cc1,-0.2412
14991,25.054,O=C(CCS(=O)(=O)Cc1ccccc1)Nc1ccncc1,-0.2412
14992,25.049,O=C(Nc1ccccc1O)c1cnc2sccn2c1=O,-0.2413
14993,25.044,CN(C(=O)CSc1nc2ccccc2s1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,-0.2413
14994,25.039,CCOC(=O)C1=C(COc2ccc(C(C)=O)cc2)N(CC)C(=O)N[C@H]1c1ccccc1Cl,-0.2414
14995,25.034,NC(=O)c1cnc(N2CCCC(c3nnc[nH]3)C2)c(Cl)c1,-0.2414
14996,25.029,COC(=O)c1cccc(NC(=O)N2CCC(c3nc(C(=O)N(C)C)c(C)o3)CC2)c1,-0.2414
14997,25.024,Cc1ccc(OCc2nnc(SCc3nc4ccccc4c(=O)[nH]3)n2C)c(C)c1,-0.2415
14998,25.019,CCOc1cc(C(=O)NC2CCC(=O)NC23CCC3)cc(Cl)c1O,-0.2415
14999,25.014,O=C(NNC(=O)C1C2CCCCC21)c1ccc(Cl)c([N+](=O)[O-])c1,-0.2415
15000,25.009,COc1ccccc1NS(=O)(=O)c1ccc(NC(=O)c2nn(C)c(C)c2Cl)cc1,-0.2415
15001,25.004,N#Cc1ccc(Cn2cc(C(=O)C(=O)N3CCCCC3)c3ccccc32)cc1,-0.2415
15002,24.999,COc1ccc(S(=O)(=O)N(C)Cc2ccco2)cc1NC(C)=O,-0.2416
15003,24.994,CCc1noc(-c2ccc(NC(=O)C3CCCCC3)cc2)n1,-0.2416
15004,24.989,Cc1csc(C(=O)N2CCN(c3ncccc3C(N)=O)CC2)c1Cl,-0.2416
15005,24.984,CCCc1cncnc1N1C[C@@H]2CN(C3CCCC3)C[C@]2(C(=O)O)C1,-0.2416
15006,24.979,NC(=O)C1(c2ccccc2)CCN(C(=O)CCN2CCC(F)C2)C1,-0.2417
15007,24.974,Cc1ncc2c(n1)[C@]1(CCCN(C(=O)c3cc4ccccc4o3)C1)CC2,-0.2417
15008,24.969,Cc1cc(C)c(S(=O)(=O)NCCNc2ccc(Nc3ccncc3)nn2)c(C)c1,-0.2417
15009,24.964,Cc1ccc(O[C@H]2COCC[C@H]2NC(=O)CCc2ccccc2F)cn1,-0.2417
15010,24.959,COCc1nnc2n1[C@@H](C)CN(S(=O)(=O)Cc1cccc(Cl)c1)C2,-0.2417
15011,24.954,Cc1cc2c(cc1-c1ccnc(N3CCOCC3)n1)C(C)CC(C)(C)N2,-0.2417
15012,24.949,CC1=C(C(=O)OCCOc2ccccc2)C(c2ccc(F)cc2)C2=C(CC(C)(C)CC2=O)N1,-0.2418
15013,24.944,COC(=O)C1CCN(S(=O)(=O)c2ccc(N3C(=O)CCS3(=O)=O)cc2C)CC1,-0.2418
15014,24.939,C[C@H](Oc1ccccc1)C(=O)N1CCC(Cc2nncn2Cc2ccccc2)CC1,-0.2419
15015,24.934,O=C1[C@@H]2CCCN2C(=O)N1C1CCN(c2ccc(Cl)c(F)c2)C1,-0.2419
15016,24.929,Cc1cc(C)c(CNC(=O)c2cnc(O)cn2)cn1,-0.2419
15017,24.924,Cc1nn(C(C)(C)C)cc1C(=O)N1CCC2OCCN(C)C2C1,-0.2419
15018,24.919,O=C(CN1CCOc2ccccc2C1)NCc1nnc2n1CCC2,-0.2420
15019,24.914,CCc1ccc(CN(C)CC(=O)N2CCN(c3oc(C)nc3C#N)CC2)cc1,-0.2420
15020,24.909,Cc1cc2ccccc2n1CC(=O)N1CCC(N(C)S(C)(=O)=O)CC1,-0.2420
15021,24.904,O=C(c1ccccc1F)N1CCN(c2ccccc2)CC1,-0.2420
15022,24.899,Cc1c(-c2ccccc2)sc2ncnc(Oc3ccc(C(N)=O)cc3)c12,-0.2421
15023,24.894,Cc1nn(C)c(C)c1CC(C)C(=O)N1CC(C)(C)Oc2ccccc21,-0.2421
15024,24.889,COc1cc(OC)cc(-c2nnc(SCC(=O)Nc3oc(-c4ccccc4)c(-c4ccccc4)c3C#N)o2)c1,-0.2421
15025,24.884,CSc1nc2ncc3c(=O)n(-c4cccc(F)c4)ccc3n2n1,-0.2422
15026,24.879,O=C(Cc1ccccc1)n1nc(-c2ccc(Cl)cc2)nc1NCc1ccco1,-0.2422
15027,24.874,Cc1ccc(/C=C/c2onc(C)c2S(=O)(=O)N2CCCC(C(=O)Nc3cccnc3)C2)cc1,-0.2422
15028,24.869,CC(C)Oc1ccc(CNC(=O)c2noc(-c3ccccc3F)n2)cc1,-0.2422
